term,estimate,std.error,statistic,p.value,RR,LCL,UCL,measure
(Intercept),-1.9311019191828984,0.05243313472796463,-36.82980102566644,6.15839548477867e-297,0.1449883449883428,0.13082812197625698,0.1606812042006822,Crude Poisson robust (RR approx)
smokeYes,0.0919355768070824,0.07262857324380195,1.2658320644475567,0.20557321275648044,1.0962941930334749,0.950833389587722,1.2640079438102614,Crude Poisson robust (RR approx)
